opportunity_id,chunk_id,chunk_text,label,excludes,notes
kunsten_be_flanders_61e96ffd7526,kunsten_be_flanders_61e96ffd7526_4,"Willing to explore, create and contribute to the project **We are looking for a diverse group, a mix of different profiles (from amateur to professional, dancers with different physical abilities, young and old, M/F/X, diverse backgrounds, etc.)",NONE,False,"mostly explicit non-restrictions across several axes (career stage, age, background) -- net effect reads as an inclusivity statement, not one checkable gate; not split since no single topic dominates"
acc_galerie_weimar_1c586a1763b4,acc_galerie_weimar_1c586a1763b4_0,The International Studio Program is looking for compelling project proposals from visual artists from around the world that address these questions.,DISCIPLINE,False,"""from around the world"" is an explicit non-restriction on residence, DISCIPLINE dominant"
acc_galerie_weimar_1c586a1763b4,acc_galerie_weimar_1c586a1763b4_1,We welcome experimental forms that embrace Weimar as a place of remembrance—in a good sense as in art and high culture as well as in the bad sense of experiences like the Nazi era.,NONE,False,project-theme description
acc_galerie_weimar_1c586a1763b4,acc_galerie_weimar_1c586a1763b4_2,"Under consideration are also the small stories of ""everyday"" life.",NONE,False,project-theme description
gasworks_london_f7a198d1e6ea,gasworks_london_f7a198d1e6ea_0a,This residency open call is for an early-career artist.,CAREER_STAGE,False,split (Option B) from a CAREER_STAGE+RESIDENCE compound sentence
gasworks_london_f7a198d1e6ea,gasworks_london_f7a198d1e6ea_0b,"based in Central America (Belize, Costa Rica, El Salvador, Guatemala, Honduras, Nicaragua, Panama).",RESIDENCE,False,split (Option B) from a CAREER_STAGE+RESIDENCE compound sentence
fpu_slovakia_a78a2c72832b,fpu_slovakia_a78a2c72832b_0a,The eligible applicant is exclusively a natural person.,OTHER_ELIGIBILITY,False,split (Option B) from an entity-type+DISCIPLINE compound sentence
fpu_slovakia_a78a2c72832b,fpu_slovakia_a78a2c72832b_0b,an individual who works in the field of music.,DISCIPLINE,False,split (Option B) from an entity-type+DISCIPLINE compound sentence
petofi_kulturalis_ugynokseg_hungary_cf3b29240739,petofi_kulturalis_ugynokseg_hungary_cf3b29240739_0,Applications can be submitted through the Cultural Grants Support Management System (KPTR).,NONE,False,submission-channel procedure
kunsten_be_flanders_ad6b7bb11552,kunsten_be_flanders_ad6b7bb11552_0a,"This season we'll select 28 recently graduated artists, they will be divided into 7 different groups.",STUDENT_STATUS,False,"split (Option B) from a STUDENT_STATUS+EDUCATION compound sentence; ""recently graduated"" matches SS2 example directly"
kunsten_be_flanders_ad6b7bb11552,kunsten_be_flanders_ad6b7bb11552_0b,It is possible to apply as an autodidact.,EDUCATION,False,"split (Option B); explicit non-requirement clause (SS6 edge case), clarifies no formal training required"
kunsten_be_flanders_ad6b7bb11552,kunsten_be_flanders_ad6b7bb11552_1,Please send an e-mail to contact@kunstpodium-t.com .,NONE,False,contact/application procedure
kunsten_be_flanders_ad6b7bb11552,kunsten_be_flanders_ad6b7bb11552_2,We will determine your eligibility for our program on a case-by-case basis.,NONE,False,"meta-statement about process, states no actual criterion"
kunsten_be_flanders_d04919f3f6f8,kunsten_be_flanders_d04919f3f6f8_0,"Are you an artist, designer, researcher, software designer or developer?",DISCIPLINE,False,"rhetorical-question framing, still names eligible practice types"
kunsten_be_flanders_d04919f3f6f8,kunsten_be_flanders_d04919f3f6f8_1,"Working in marketing, law, technology, policymaking, politics?",DISCIPLINE,False,continuation of _0 list
kunsten_be_flanders_d04919f3f6f8,kunsten_be_flanders_d04919f3f6f8_2,Interested in human rights and equality?,NONE,False,"thematic interest, not a checkable criterion"
kunsten_be_flanders_d04919f3f6f8,kunsten_be_flanders_d04919f3f6f8_3,Are you open to working on collaborative projects that can speak to the imagination of a wider audience and inspire them to think about their digital agency?,NONE,False,soft interest framing
kunsten_be_flanders_d04919f3f6f8,kunsten_be_flanders_d04919f3f6f8_4,"If you answered yes to any of these questions, or if you're simply concerned about our digital rights and the lack of agency across the online platforms we use, then IMPAKT is looking for you! ... we invite creatives, professional and non-professional artists, and concerned citizens of the Netherlands and Belgium to embark on a journey of critical discourse and collaborative creation regarding digital rights.",NATIONALITY,False,"marketing copy with ""citizens of the Netherlands and Belgium"" as the clearest checkable signal; ""concerned citizens"" may be loose usage rather than strict citizenship -- flagged; ""professional and non-professional"" (CAREER_STAGE non-restriction) fused in without a clean boundary, not split"
vkkf_konkursu_grafiks_cc925fb8e3aa,vkkf_konkursu_grafiks_cc925fb8e3aa_0,"The objectives of the target program, the tasks, the range of applicants, and other issues related to the conduct of the program competition are specified in the regulations of each target program competition.",NONE,False,"refers to external regulations, duplicate pattern of vkkf_1c89433f51e6_0"
kunststiftung_nrw_9fcfea3c0364,kunststiftung_nrw_9fcfea3c0364_0,a program for particularly gifted young visual artists in contemporary art.,DISCIPLINE,False,"""young""/""gifted"" are soft qualifiers (no number = not AGE, not standard CAREER_STAGE vocabulary either), DISCIPLINE dominant"
kunststiftung_nrw_9fcfea3c0364,kunststiftung_nrw_9fcfea3c0364_1,Four twelve-month stipends are awarded each year.,NONE,False,funding-structure logistics
kunsten_be_flanders_b9f09f8cf7be,kunsten_be_flanders_b9f09f8cf7be_0,Legal resident of a European country other than Spain.,RESIDENCE,False,
kunsten_be_flanders_b9f09f8cf7be,kunsten_be_flanders_b9f09f8cf7be_1,Full 30-day availability required.,OTHER_ELIGIBILITY,False,scheduling/logistics requirement
fpu_slovakia_fcdd8108067d,fpu_slovakia_fcdd8108067d_0,"Support is intended exclusively for applicants who demonstrably operate and carry out activities in the field of education, research, criticism and professional reflection of art, culture and the creative industry or dance art.",DISCIPLINE,False,
fpu_slovakia_fcdd8108067d,fpu_slovakia_fcdd8108067d_1,The grant may be provided exclusively to entities possessing authorization to carry out the activities they plan to implement within the project.,OTHER_ELIGIBILITY,False,entity-authorization requirement
fpu_slovakia_fcdd8108067d,fpu_slovakia_fcdd8108067d_2,"The applicant must have one of the following legal forms: a) natural person – sole trader, b) commercial company, c) higher territorial unit or municipality, d) budgetary or contributory organization established by a municipality, e) budgetary or contributory organization established by a higher territorial unit (VÚC), f) civic association, g) foundation, h) association of legal entities, i) non-profit organization providing generally beneficial services, j) non-investment fund, k) organization with an international element.",OTHER_ELIGIBILITY,False,entity-type/legal-form list
arts_council_wales_b3ec3ab6ac65,arts_council_wales_b3ec3ab6ac65_0a,Go and See applications can only be submitted by: State-maintained schools in Wales.,OTHER_ELIGIBILITY,False,split (Option B) from an entity-type+AGE compound sentence
arts_council_wales_b3ec3ab6ac65,arts_council_wales_b3ec3ab6ac65_0b,for learners aged 3 – 16 years.,AGE,False,"split (Option B); age of beneficiaries, still a checkable AGE fact in the eligibility text"
arts_council_wales_b3ec3ab6ac65,arts_council_wales_b3ec3ab6ac65_1a,Pupil referral units in Wales.,OTHER_ELIGIBILITY,False,"split (Option B), same pattern as _0"
arts_council_wales_b3ec3ab6ac65,arts_council_wales_b3ec3ab6ac65_1b,for learners aged 3 – 16 years.,AGE,False,"split (Option B), same pattern as _0"
arts_council_wales_b3ec3ab6ac65,arts_council_wales_b3ec3ab6ac65_2,"Unfortunately, we cannot support applications from applicants outside of state-maintained schools or pupil referral units.",OTHER_ELIGIBILITY,True,restates the entity-type restriction as an exclusion
arts_council_wales_b3ec3ab6ac65,arts_council_wales_b3ec3ab6ac65_3,Schools and pupil referral units can apply to the Go and See Fund more than once throughout the year but must submit completion reports before reapplying.,NONE,False,reapplication procedure
fpu_slovakia_d6c96b5ea377,fpu_slovakia_d6c96b5ea377_0,The applicant demonstrably active and carrying out activities in the field of literature.,DISCIPLINE,False,
fpu_slovakia_d6c96b5ea377,fpu_slovakia_d6c96b5ea377_1,Support is intended exclusively for entities holding authorization to perform the activities they plan to implement within the project (publishing activity).,OTHER_ELIGIBILITY,False,entity-authorization requirement
fpu_slovakia_d6c96b5ea377,fpu_slovakia_d6c96b5ea377_2,"The applicant must have one of the following legal forms: a) natural person – sole trader, b) non-profit organization providing generally beneficial services, c) civic association, d) foundation, e) commercial company.",OTHER_ELIGIBILITY,False,entity-type/legal-form list
kulturdirektoratet_norway_0829c1124ca4,kulturdirektoratet_norway_0829c1124ca4_0,Small and medium-sized actors in the professional music and performing arts field can apply.,DISCIPLINE,False,"""professional"" and entity-size fused in without a clean boundary, DISCIPLINE dominant"
kulturdirektoratet_norway_0829c1124ca4,kulturdirektoratet_norway_0829c1124ca4_1,"Applicants may be ensembles, venues, presenters, companies, performance venues, festivals, producers, bands or individual artists, within all genres in music and performing arts.",DISCIPLINE,False,
kulturdirektoratet_norway_0829c1124ca4,kulturdirektoratet_norway_0829c1124ca4_2,Applicants should have experience with international touring and/or international collaboration.,OTHER_ELIGIBILITY,False,"specific experience-type requirement, not years-of-practice or field"
dansateliers_rotterdam_e3404a6adf78,dansateliers_rotterdam_e3404a6adf78_0,Who can apply?,NONE,False,intro fragment
dansateliers_rotterdam_e3404a6adf78,dansateliers_rotterdam_e3404a6adf78_1a,The application is open to artists with a grounded artistic movement practice.,DISCIPLINE,False,split (Option B) from a DISCIPLINE+CAREER_STAGE compound sentence
dansateliers_rotterdam_e3404a6adf78,dansateliers_rotterdam_e3404a6adf78_1b,and an established body of work.,CAREER_STAGE,False,"split (Option B); ""established"" matches SS2 CAREER_STAGE vocabulary"
dansateliers_rotterdam_e3404a6adf78,dansateliers_rotterdam_e3404a6adf78_2,"Artists are interested in choreographic procedures, tools and audience strategies in relation to their own work.",DISCIPLINE,False,describes practice focus rather than a generic values statement
dansateliers_rotterdam_e3404a6adf78,dansateliers_rotterdam_e3404a6adf78_3,They have experience with peer-to-peer feedback and are interested in and comfortable with sharing their practice and work with others.,NONE,False,"soft interpersonal-quality language, not checkable"
dansateliers_rotterdam_e3404a6adf78,dansateliers_rotterdam_e3404a6adf78_4,Please note: We are open to artists with specific access needs.,NONE,False,"inclusive/welcoming statement, matches SS3 ""diverse range of backgrounds"" pattern; concrete access facts follow in _5/_6"
dansateliers_rotterdam_e3404a6adf78,dansateliers_rotterdam_e3404a6adf78_5,The Dansateliers building is currently not wheelchair accessible.,OTHER_ELIGIBILITY,True,"concrete physical-access constraint, functions as an implicit exclusion"
dansateliers_rotterdam_e3404a6adf78,dansateliers_rotterdam_e3404a6adf78_6,Participants need to be able to climb stairs to reach the studios.,OTHER_ELIGIBILITY,False,physical-capability requirement
dansateliers_rotterdam_e3404a6adf78,dansateliers_rotterdam_e3404a6adf78_7,We are looking for,NONE,False,intro fragment
dansateliers_rotterdam_e3404a6adf78,dansateliers_rotterdam_e3404a6adf78_8,1 artist residing in Europe,RESIDENCE,False,
dansateliers_rotterdam_e3404a6adf78,dansateliers_rotterdam_e3404a6adf78_9,1 artist residing in The Netherlands,RESIDENCE,False,
u_jazdowski_warsaw_ea8781efb99b,u_jazdowski_warsaw_ea8781efb99b_0,"Open call for Palestinian artists , cultural practitioners , theorists , curators , and people working at the intersection of education / art / activism",NATIONALITY,False,"fused noun phrase (adjective modifies the whole practitioner list, no clause boundary, same pattern as ""early-career curators""), NATIONALITY picked as the more central/restrictive criterion over the broad DISCIPLINE list"
u_jazdowski_warsaw_ea8781efb99b,u_jazdowski_warsaw_ea8781efb99b_1,"We encourage applications from individuals whose practice is based on artistic research , regardless of the medium they use ( visual arts , performance , literature , music , etc . ) .",DISCIPLINE,False,"""regardless of medium"" is a non-restriction, DISCIPLINE (artistic research practice) is the actual criterion"
u_jazdowski_warsaw_ea8781efb99b,u_jazdowski_warsaw_ea8781efb99b_2,"Target group Artists , cultural practitioners , theorists , curators , and people working at the intersection of education / art / activism; and those engaged in participatory work with communities who recognize themselves as Palestinians .",NATIONALITY,False,"restates _0, same fused-phrase reasoning, NATIONALITY (""recognize themselves as Palestinians"") is the explicit restrictive criterion"
u_jazdowski_warsaw_ea8781efb99b,u_jazdowski_warsaw_ea8781efb99b_3,"Collectives Yes , max two people",OTHER_ELIGIBILITY,False,"collective-size cap, checkable entity-composition rule"
fpu_slovakia_68f877702488,fpu_slovakia_68f877702488_0,Support is intended exclusively for applicants whose activity is in the field of culture and the arts.,DISCIPLINE,False,
fpu_slovakia_68f877702488,fpu_slovakia_68f877702488_1,"The applicant must have one of the following legal forms: a) non-profit organization providing generally beneficial services, b) civic association, c) business company, d) budgetary or contributory organization founded by a self-governing region, e) budgetary or contributory organization founded by a municipality, f) self-governing region, town, municipality",OTHER_ELIGIBILITY,False,entity-type/legal-form list
fundacao_gulbenkian_86e33a273257,fundacao_gulbenkian_86e33a273257_0,Applications are open to students who:,STUDENT_STATUS,False,"brief but real criterion statement, not just an intro fragment"
fundacao_gulbenkian_86e33a273257,fundacao_gulbenkian_86e33a273257_1,"Will be enrolled in the 2nd, 3rd or 4th year of a bachelor's degree or integrated master's programme, or in the 1st year of a master's degree, during the 2026/2027 academic year at a higher education institution in Portugal.",STUDENT_STATUS,False,"""institution in Portugal"" fused in as a where-you-study detail, not split"
fundacao_gulbenkian_86e33a273257,fundacao_gulbenkian_86e33a273257_2,Have an average grade of 16.5 or above (on a 20-point scale) in the curricular units completed in the bachelor's program to date.,EDUCATION,False,academic-performance/grade threshold
fpu_slovakia_bd27a915f70d,fpu_slovakia_bd27a915f70d_0,Eligible applicants are entities that are engaged in literary creation.,DISCIPLINE,False,
fpu_slovakia_bd27a915f70d,fpu_slovakia_bd27a915f70d_1,Organizations that systematically work on the upbringing and cultural education of children and youth.,DISCIPLINE,False,
fpu_slovakia_bd27a915f70d,fpu_slovakia_bd27a915f70d_2,"The applicant must have one of the following legal forms: a) budgetary or contributory organization founded by a higher territorial unit, b) budgetary or contributory organization founded by a municipality, c) nonprofit organization, d) civic association, e) legal person, f) primary and secondary school, art school, conservatory",OTHER_ELIGIBILITY,False,entity-type/legal-form list
bmwkms_austria_36f95e7e131b,bmwkms_austria_36f95e7e131b_0a,Eligible are artists (exclusively individuals) who possess Austrian citizenship.,NATIONALITY,False,"split (Option B) from a NATIONALITY+RESIDENCE compound sentence (""citizenship or permanent residence""); ""(exclusively individuals)"" entity-type detail fused in, not further split"
bmwkms_austria_36f95e7e131b,bmwkms_austria_36f95e7e131b_0b,or have their permanent residence in Austria (extract from the register of residents).,RESIDENCE,False,split (Option B)
bmwkms_austria_36f95e7e131b,bmwkms_austria_36f95e7e131b_1,"Students are not eligible to apply, as well as PhD students and doctoral candidates.",STUDENT_STATUS,True,
bmwkms_austria_36f95e7e131b,bmwkms_austria_36f95e7e131b_2,"This includes all persons enrolled at a university/university of applied sciences, regardless of their field of study.",STUDENT_STATUS,True,"continuation of _1 exclusion; ""regardless of field of study"" is a fused DISCIPLINE non-restriction, not split"
bmwkms_austria_36f95e7e131b,bmwkms_austria_36f95e7e131b_3,Persons who have already received a state scholarship (regardless of the discipline).,OTHER_ELIGIBILITY,True,prior-scholarship-recipient exclusion
bmwkms_austria_36f95e7e131b,bmwkms_austria_36f95e7e131b_4,"Artists who have been awarded a studio grant, an international studio grant, or another long-term federal grant for 2027 (6 months or longer).",OTHER_ELIGIBILITY,True,"prior-recipient exclusion, additional grant types"
bmwkms_austria_36f95e7e131b,bmwkms_austria_36f95e7e131b_5,Applications are only possible in one of the announced disciplines.,DISCIPLINE,False,
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_0,Eligible applicants,NONE,False,intro fragment
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_1,"Bulgarian private cultural organizations within the meaning of Article 10, paragraph 1 of the ZZRK;",RESIDENCE,False,"national/origin descriptor for an ORGANIZATION treated as RESIDENCE (incorporated/based in Bulgaria), reserving NATIONALITY for individual citizenship claims -- new consistency rule, entity-type fused in, not split"
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_2,Organizations registered under the Law on People's Community Centers;,OTHER_ELIGIBILITY,False,entity-type/registration requirement
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_3a,Natural persons with Bulgarian citizenship.,NATIONALITY,False,split (Option B) from a NATIONALITY+RESIDENCE compound sentence
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_3b,or the right of residence in Bulgaria.,RESIDENCE,False,split (Option B)
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_4,Ineligible applicants,NONE,False,intro fragment
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_5,Persons and organizations sanctioned under Article 37 of the ZZRK and/or the application conditions under the relevant procedure for a period of up to two years from the imposition of the sanction;,OTHER_ELIGIBILITY,True,sanction-status exclusion
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_6,"Persons and organizations in which a member of a management or control body, as well as a person temporarily performing such a position, including a procurator or commercial proxy, is a related person within the meaning of § 1, item 9 of the additional provisions of the Anti-Corruption Act with the executive director or with members of the management board;",OTHER_ELIGIBILITY,True,conflict-of-interest exclusion
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_7,Persons and organizations that have not submitted a report within the deadline under a contract for the provision of funds from the Fund or with which there is a pending court dispute regarding the performance of a contract financed by the Fund;,OTHER_ELIGIBILITY,True,compliance/dispute-status exclusion
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_8,"Projects that were not approved in previous competitions organized by the Fund, which does not include projects that were not approved due to insufficient funds specified in the order for the respective competition;",OTHER_ELIGIBILITY,True,prior-rejection-status exclusion with carve-out
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_9,Persons and organizations that are donors to the Fund;,OTHER_ELIGIBILITY,True,donor-conflict exclusion
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_10,Employees of the Fund;,OTHER_ELIGIBILITY,True,staff-conflict exclusion
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_11,Members of the expert committee only for competitions for which they are designated to participate in the respective committees pursuant to this ordinance;,OTHER_ELIGIBILITY,True,committee-member conflict exclusion
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_12,Persons and organizations with two concluded contracts for the provision of funds from the Fund during the same calendar year;,OTHER_ELIGIBILITY,True,frequency-cap exclusion
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_13,"Legal entities that are insolvent or are in insolvency proceedings, or in liquidation proceedings;",OTHER_ELIGIBILITY,True,financial-status exclusion
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_14,"Other persons restricted under the regime applicable to the competition, in accordance with the rules in the area of state aid;",OTHER_ELIGIBILITY,True,state-aid-regime catch-all restriction
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_15,"Persons who have due public liabilities, with the exception of liabilities under acts that have not entered into force, as well as deferred, postponed, or secured liabilities.",OTHER_ELIGIBILITY,True,tax/debt-status exclusion
kulturdirektoratet_norway_90a7593f042e,kulturdirektoratet_norway_90a7593f042e_0,"The scheme is aimed at exhibition venues, institutions, festivals and other organizers in the visual arts field.",DISCIPLINE,False,
kulturdirektoratet_norway_90a7593f042e,kulturdirektoratet_norway_90a7593f042e_1,"Sole proprietorships, private and public institutions, organizations and other enterprises may apply.",OTHER_ELIGIBILITY,False,broad entity-type statement
kulturdirektoratet_norway_90a7593f042e,kulturdirektoratet_norway_90a7593f042e_2,Sole proprietorships may only apply when they act on behalf of an exhibition venue.,OTHER_ELIGIBILITY,False,conditional entity-type rule
kulturdirektoratet_norway_90a7593f042e,kulturdirektoratet_norway_90a7593f042e_3,"Individual artists, artist groups and individuals acting as independent actors in the field should instead apply to the grant scheme for project support visual art – artists.",OTHER_ELIGIBILITY,True,"individual-applicant exclusion, redirected to a different scheme"
kulturdirektoratet_norway_90a7593f042e,kulturdirektoratet_norway_90a7593f042e_4,Applicants who receive fixed annual state grants normally do not receive grants from this scheme.,OTHER_ELIGIBILITY,True,"prior-funding-status exclusion, recurring pattern"
bmwkms_austria_9877daa33711,bmwkms_austria_9877daa33711_2,Events of the federal museums also do not fall within the remit of the department.,OTHER_ELIGIBILITY,True,"scope exclusion, this particular chunk break is clean unlike its neighbors"
cite_internationale_des_arts_abfe03e1359b,cite_internationale_des_arts_abfe03e1359b_0a,The residency programme is open to emerging artists who have been professionally active within the last 10 years maximum.,CAREER_STAGE,False,split (Option B) from a CAREER_STAGE+DISCIPLINE compound sentence
cite_internationale_des_arts_abfe03e1359b,cite_internationale_des_arts_abfe03e1359b_0b,"and with an artistic practice in the fields of visual arts and performance, music and sound research, performing arts, design, writing, architecture and urbanism, curating and art criticism.",DISCIPLINE,False,split (Option B)
cite_internationale_des_arts_abfe03e1359b,cite_internationale_des_arts_abfe03e1359b_1,Their work and research are related to the In Situ theme.,NONE,False,project-theme description
cite_internationale_des_arts_abfe03e1359b,cite_internationale_des_arts_abfe03e1359b_2a,It is open to candidates of all nationalities residing within the European Union.,RESIDENCE,False,"split (Option B); ""all nationalities"" is an explicit NATIONALITY waiver (SS6 edge case) fused in, RESIDENCE is the actual positive gate"
cite_internationale_des_arts_abfe03e1359b,cite_internationale_des_arts_abfe03e1359b_2b,and at capacity to express themselves and exchange in English.,OTHER_ELIGIBILITY,False,split (Option B); language-ability requirement
cite_internationale_des_arts_abfe03e1359b,cite_internationale_des_arts_abfe03e1359b_3,"Group applications (duo, collective) are accepted and will result in the attribution of one single live-in studio, one single monthly stipend, one single production grant, and a single payment of transportation costs.",OTHER_ELIGIBILITY,False,states groups are accepted applicants; rest of sentence is fund-allocation mechanics
arts_council_wales_2c1de1c8af81,arts_council_wales_2c1de1c8af81_0a,"Open to artists, creative practitioners and organisations.",DISCIPLINE,False,"split (Option B) from a DISCIPLINE+RESIDENCE compound sentence, rest is soft aspirational framing not split further"
arts_council_wales_2c1de1c8af81,arts_council_wales_2c1de1c8af81_0b,"based in England, Northern Ireland, Scotland, and Wales.",RESIDENCE,False,split (Option B)
nordic_culture_fund_a339ebc0734d,nordic_culture_fund_a339ebc0734d_0,Both individuals and organisations can apply to ENTER.,OTHER_ELIGIBILITY,False,entity-type clarification
nordic_culture_fund_a339ebc0734d,nordic_culture_fund_a339ebc0734d_1,"You can come from the arts and culture sector or from other fields and sectors, as long as arts and/or culture play a central role in the initiative.",DISCIPLINE,False,broad scope but arts/culture centrality is the real gate
nordic_culture_fund_a339ebc0734d,nordic_culture_fund_a339ebc0734d_2,Applicants and partners can be based both within and outside the Nordic Region.,RESIDENCE,False,explicit non-restriction clause (SS6 edge case)
nordic_culture_fund_a339ebc0734d,nordic_culture_fund_a339ebc0734d_3,What matters is that the initiative as a whole has a clear and meaningful connection to the Nordic Region.,RESIDENCE,False,"replaces strict residence with a looser connection-to-region requirement, same topic as _2"
kunst_dk_denmark_028cc37c2d3b,kunst_dk_denmark_028cc37c2d3b_0,"Organisers of literary events, initiatives and literature presentation projects for children, young adults and adults.",DISCIPLINE,False,
kunst_dk_denmark_028cc37c2d3b,kunst_dk_denmark_028cc37c2d3b_1,The project must be based on Danish literature.,DISCIPLINE,False,"subject-matter/field requirement, similar to deutscher_uebersetzerfonds target-language pattern"
kunst_dk_denmark_028cc37c2d3b,kunst_dk_denmark_028cc37c2d3b_2,"Translators and publishers may apply for mentor support for translators, and translators may apply for network support.",DISCIPLINE,False,"names eligible roles, mostly sub-grant routing"
kunst_dk_denmark_028cc37c2d3b,kunst_dk_denmark_028cc37c2d3b_3,"The authors, illustrators and translators involved must have published at least one work in Danish.",OTHER_ELIGIBILITY,False,"publication-track-record requirement, no clean fit elsewhere"
kunst_dk_denmark_028cc37c2d3b,kunst_dk_denmark_028cc37c2d3b_4,Events with audiences must be available to the public and they must be clearly announced.,NONE,False,event-logistics procedure
kunst_dk_denmark_028cc37c2d3b,kunst_dk_denmark_028cc37c2d3b_5,"With regard to applications for mentor support, the translator or publisher may apply for a fixed amount of DKK 6,000 for the course of a concrete translation project.",NONE,False,funding-amount detail
kunst_dk_denmark_028cc37c2d3b,kunst_dk_denmark_028cc37c2d3b_6,"With regard to applications for network support, the committee supports activities in local networks of translators who translate from Danish.",DISCIPLINE,False,
kunststiftung_nrw_8cec63e1851f,kunststiftung_nrw_8cec63e1851f_0a,Eligible applicants are: professional artists with their place of residence and work in North Rhine-Westphalia.,RESIDENCE,False,split (Option B) from a RESIDENCE+CAREER_STAGE compound sentence
kunststiftung_nrw_8cec63e1851f,kunststiftung_nrw_8cec63e1851f_0b,"at the beginning of their artistic career, who can already demonstrate initial verifiable professional experience (e.g. exhibitions, projects or grants)",CAREER_STAGE,False,split (Option B)
kunststiftung_nrw_8cec63e1851f,kunststiftung_nrw_8cec63e1851f_1,"independent, non-commercial art spaces and initiatives based in North Rhine-Westphalia that continuously support artistic work",RESIDENCE,False,"entity-type and activity-description fused in, RESIDENCE (geographic tie) kept as the dominant checkable fact"
kunststiftung_nrw_8cec63e1851f,kunststiftung_nrw_8cec63e1851f_2,students are excluded from applying,STUDENT_STATUS,True,
kunststiftung_nrw_8cec63e1851f,kunststiftung_nrw_8cec63e1851f_3,rejected applications cannot be submitted a second time,NONE,False,reapplication procedure
rannis_iceland_a290c26886c6,rannis_iceland_a290c26886c6_0,Professional performing art groups.,DISCIPLINE,False,"""professional"" boilerplate fused, DISCIPLINE dominant"
dgartes_portugal_65271b0a7854,dgartes_portugal_65271b0a7854_0,"Those interested in joining the assessment and monitoring committees may express their interest; to do so, it is sufficient to formalize their application for registration.",NONE,False,"committee-registration procedure, not artist-grant eligibility"
dgartes_portugal_65271b0a7854,dgartes_portugal_65271b0a7854_1,"For acceptance of their application for registration, the interested party must have professional experience or specialized knowledge in the areas of visual arts, performing arts, street arts or disciplinary crossovers.",DISCIPLINE,False,"field list dominant over fused ""professional experience"""
dgartes_portugal_65271b0a7854,dgartes_portugal_65271b0a7854_2,"They may also apply if they are a specialist in the cultural area or have experience in fields of activity such as communication, creation, strategic mediation actions, publishing, training, internationalization, research, production or programming, as well as financial or cultural management.",DISCIPLINE,False,
dgartes_portugal_65271b0a7854,dgartes_portugal_65271b0a7854_3,"Applications from specialists in areas that result from the intersection of the arts with other sectors of activity or social dimensions, such as the environment, gender equality, citizenship, accessibility or interculturality, will also be considered.",DISCIPLINE,False,
kulturdirektoratet_norway_e1b48f36972d,kulturdirektoratet_norway_e1b48f36972d_0,"Professional musicians, artists, ensembles and bands can apply for grants for concert and touring activities within all genres.",DISCIPLINE,False,
kulturdirektoratet_norway_e1b48f36972d,kulturdirektoratet_norway_e1b48f36972d_1,"The concerts can take place in Norway and abroad, but we place particular emphasis on concerts in Norway.",NONE,False,"project-location preference, not an applicant gate (explicitly allows abroad too)"
kulturdirektoratet_norway_e1b48f36972d,kulturdirektoratet_norway_e1b48f36972d_2,We provide the grants as project grants or operational grants.,NONE,False,program-structure description
kulturdirektoratet_norway_e1b48f36972d,kulturdirektoratet_norway_e1b48f36972d_3,Project grants Most of the grants we provide are project grants for specific concerts and tours.,NONE,False,program-structure description
kulturdirektoratet_norway_e1b48f36972d,kulturdirektoratet_norway_e1b48f36972d_4,We provide grants for single tours or for several concerts or tours during a year.,NONE,False,program-structure description
kulturdirektoratet_norway_e1b48f36972d,kulturdirektoratet_norway_e1b48f36972d_5,"If you apply for project grants, you can apply for project grants at all three application deadlines of the scheme all concert- and touring-related expenses may be included in the application, including expenses for necessary rehearsals or necessary pre-production and administration related to the concerts the project period must be a maximum of one year Operational grants By operational grants we mean grants that are part of the overall annual financing of an activity or a permanent activity.",NONE,False,"messy run-on but uniformly program-structure/procedural content, no eligibility gate to lose"
kulturdirektoratet_norway_e1b48f36972d,kulturdirektoratet_norway_e1b48f36972d_6,"This means that you must apply for the entire calendar year and describe the overall concert and touring activity, development and operations throughout the year in the application.",NONE,False,application-content procedure
