opportunity_id,chunk_id,chunk_index,chunk_text,source,opportunity_type_canonical,discipline_canonical
kunsten_be_flanders_61e96ffd7526,kunsten_be_flanders_61e96ffd7526_4,4,"Willing to explore, create and contribute to the project **We are looking for a diverse group, a mix of different profiles (from amateur to professional, dancers with different physical abilities, young and old, M/F/X, diverse backgrounds, etc.)",kunsten_be_flanders,['Workshop/Training'],['Dance']
acc_galerie_weimar_1c586a1763b4,acc_galerie_weimar_1c586a1763b4_0,0,The International Studio Program is looking for compelling project proposals from visual artists from around the world that address these questions.,acc_galerie_weimar,['Residency'],['Visual Arts']
acc_galerie_weimar_1c586a1763b4,acc_galerie_weimar_1c586a1763b4_1,1,We welcome experimental forms that embrace Weimar as a place of remembrance—in a good sense as in art and high culture as well as in the bad sense of experiences like the Nazi era.,acc_galerie_weimar,['Residency'],['Visual Arts']
acc_galerie_weimar_1c586a1763b4,acc_galerie_weimar_1c586a1763b4_2,2,Under consideration are also the small stories of “everyday” life.,acc_galerie_weimar,['Residency'],['Visual Arts']
gasworks_london_f7a198d1e6ea,gasworks_london_f7a198d1e6ea_0,0,"This residency open call is for an early-career artist based in Central America (Belize, Costa Rica, El Salvador, Guatemala, Honduras, Nicaragua, Panama).",gasworks_london,['Residency'],[]
fpu_slovakia_a78a2c72832b,fpu_slovakia_a78a2c72832b_0,0,The eligible applicant is exclusively a natural person – an individual who works in the field of music.,fpu_slovakia,['Grant/Funding'],['Music']
petofi_kulturalis_ugynokseg_hungary_cf3b29240739,petofi_kulturalis_ugynokseg_hungary_cf3b29240739_0,0,Applications can be submitted through the Cultural Grants Support Management System (KPTR).,petofi_kulturalis_ugynokseg_hungary,['Grant/Funding'],['Music']
kunsten_be_flanders_ad6b7bb11552,kunsten_be_flanders_ad6b7bb11552_0,0,"This season we’ll select 28 recently graduated artists, they will be divided into 7 different groups. *It is possible to apply as an autodidact.",kunsten_be_flanders,['Open Call'],['Multidisciplinary']
kunsten_be_flanders_ad6b7bb11552,kunsten_be_flanders_ad6b7bb11552_1,1,Please send an e-mail to contact@kunstpodium-t.com .,kunsten_be_flanders,['Open Call'],['Multidisciplinary']
kunsten_be_flanders_ad6b7bb11552,kunsten_be_flanders_ad6b7bb11552_2,2,We will determine your eligibility for our program on a case-by-case basis.,kunsten_be_flanders,['Open Call'],['Multidisciplinary']
kunsten_be_flanders_d04919f3f6f8,kunsten_be_flanders_d04919f3f6f8_0,0,"Are you an artist, designer, researcher, software designer or developer?",kunsten_be_flanders,['Open Call'],"['Multidisciplinary', 'Design/Architecture', 'Digital/New Media Arts']"
kunsten_be_flanders_d04919f3f6f8,kunsten_be_flanders_d04919f3f6f8_1,1,"Working in marketing, law, technology, policymaking, politics?",kunsten_be_flanders,['Open Call'],"['Multidisciplinary', 'Design/Architecture', 'Digital/New Media Arts']"
kunsten_be_flanders_d04919f3f6f8,kunsten_be_flanders_d04919f3f6f8_2,2,Interested in human rights and equality?,kunsten_be_flanders,['Open Call'],"['Multidisciplinary', 'Design/Architecture', 'Digital/New Media Arts']"
kunsten_be_flanders_d04919f3f6f8,kunsten_be_flanders_d04919f3f6f8_3,3,Are you open to working on collaborative projects that can speak to the imagination of a wider audience and inspire them to think about their digital agency?,kunsten_be_flanders,['Open Call'],"['Multidisciplinary', 'Design/Architecture', 'Digital/New Media Arts']"
kunsten_be_flanders_d04919f3f6f8,kunsten_be_flanders_d04919f3f6f8_4,4,"If you answered yes to any of these questions, or if you’re simply concerned about our digital rights and the lack of agency across the online platforms we use, then IMPAKT is looking for you! ... we invite creatives, professional and non-professional artists, and concerned citizens of the Netherlands and Belgium to embark on a journey of critical discourse and collaborative creation regarding digital rights.",kunsten_be_flanders,['Open Call'],"['Multidisciplinary', 'Design/Architecture', 'Digital/New Media Arts']"
vkkf_konkursu_grafiks_cc925fb8e3aa,vkkf_konkursu_grafiks_cc925fb8e3aa_0,0,"The objectives of the target program, the tasks, the range of applicants, and other issues related to the conduct of the program competition are specified in the regulations of each target program competition.",vkkf_konkursu_grafiks,['Other'],['Other/Non-Arts']
kunststiftung_nrw_9fcfea3c0364,kunststiftung_nrw_9fcfea3c0364_0,0,a program for particularly gifted young visual artists in contemporary art.,kunststiftung_nrw,['Grant/Funding'],['Visual Arts']
kunststiftung_nrw_9fcfea3c0364,kunststiftung_nrw_9fcfea3c0364_1,1,Four twelve-month stipends are awarded each year.,kunststiftung_nrw,['Grant/Funding'],['Visual Arts']
kunsten_be_flanders_b9f09f8cf7be,kunsten_be_flanders_b9f09f8cf7be_0,0,Legal resident of a European country other than Spain.,kunsten_be_flanders,['Residency'],['Design/Architecture']
kunsten_be_flanders_b9f09f8cf7be,kunsten_be_flanders_b9f09f8cf7be_1,1,Full 30-day availability required.,kunsten_be_flanders,['Residency'],['Design/Architecture']
fpu_slovakia_fcdd8108067d,fpu_slovakia_fcdd8108067d_0,0,"Support is intended exclusively for applicants who demonstrably operate and carry out activities in the field of education, research, criticism and professional reflection of art, culture and the creative industry or dance art.",fpu_slovakia,['Grant/Funding'],['Dance']
fpu_slovakia_fcdd8108067d,fpu_slovakia_fcdd8108067d_1,1,The grant may be provided exclusively to entities possessing authorization to carry out the activities they plan to implement within the project.,fpu_slovakia,['Grant/Funding'],['Dance']
fpu_slovakia_fcdd8108067d,fpu_slovakia_fcdd8108067d_2,2,"The applicant must have one of the following legal forms: a) natural person – sole trader, b) commercial company, c) higher territorial unit or municipality, d) budgetary or contributory organization established by a municipality, e) budgetary or contributory organization established by a higher territorial unit (VÚC), f) civic association, g) foundation, h) association of legal entities, i) non-profit organization providing generally beneficial services, j) non-investment fund, k) organization with an international element.",fpu_slovakia,['Grant/Funding'],['Dance']
arts_council_wales_b3ec3ab6ac65,arts_council_wales_b3ec3ab6ac65_0,0,Go and See applications can only be submitted by: State-maintained schools in Wales for learners aged 3 – 16years.,arts_council_wales,['Grant/Funding'],"['Dance', 'Music', 'Visual Arts', 'Other/Non-Arts']"
arts_council_wales_b3ec3ab6ac65,arts_council_wales_b3ec3ab6ac65_1,1,Pupil referral units in Wales for learners aged 3 – 16 years.,arts_council_wales,['Grant/Funding'],"['Dance', 'Music', 'Visual Arts', 'Other/Non-Arts']"
arts_council_wales_b3ec3ab6ac65,arts_council_wales_b3ec3ab6ac65_2,2,"Unfortunately, we cannot support applications from applicants outside of state-maintained schools or pupil referral units.",arts_council_wales,['Grant/Funding'],"['Dance', 'Music', 'Visual Arts', 'Other/Non-Arts']"
arts_council_wales_b3ec3ab6ac65,arts_council_wales_b3ec3ab6ac65_3,3,Schools and pupil referral units can apply to the Go and See Fund more than once throughout the year but must submit completion reports before reapplying.,arts_council_wales,['Grant/Funding'],"['Dance', 'Music', 'Visual Arts', 'Other/Non-Arts']"
fpu_slovakia_432262479bbc,fpu_slovakia_432262479bbc_0,0,for eligible applicants,fpu_slovakia,['Grant/Funding'],"['Dance', 'Theatre', 'Music', 'Visual Arts', 'Literature/Writing', 'Cultural Heritage', 'Multidisciplinary']"
kunsten_be_flanders_6fb802635c01,kunsten_be_flanders_6fb802635c01_0,0,Studeer je of werk je volgend academiejaar aan Associatie KU Leuven (incl.,kunsten_be_flanders,['Open Call'],"['Visual Arts', 'Performing Arts', 'Digital/New Media Arts', 'Design/Architecture']"
kunsten_be_flanders_6fb802635c01,kunsten_be_flanders_6fb802635c01_1,1,LUCA School of Arts)?,kunsten_be_flanders,['Open Call'],"['Visual Arts', 'Performing Arts', 'Digital/New Media Arts', 'Design/Architecture']"
kunsten_be_flanders_6fb802635c01,kunsten_be_flanders_6fb802635c01_2,2,Ben je op zoek naar een ruimte voor je artistieke praktijk?,kunsten_be_flanders,['Open Call'],"['Visual Arts', 'Performing Arts', 'Digital/New Media Arts', 'Design/Architecture']"
fpu_slovakia_d6c96b5ea377,fpu_slovakia_d6c96b5ea377_0,0,The applicant demonstrably active and carrying out activities in the field of literature.,fpu_slovakia,['Grant/Funding'],['Literature/Writing']
fpu_slovakia_d6c96b5ea377,fpu_slovakia_d6c96b5ea377_1,1,Support is intended exclusively for entities holding authorization to perform the activities they plan to implement within the project (publishing activity).,fpu_slovakia,['Grant/Funding'],['Literature/Writing']
fpu_slovakia_d6c96b5ea377,fpu_slovakia_d6c96b5ea377_2,2,"The applicant must have one of the following legal forms: a) natural person – sole trader, b) non-profit organization providing generally beneficial services, c) civic association, d) foundation, e) commercial company.",fpu_slovakia,['Grant/Funding'],['Literature/Writing']
kulturdirektoratet_norway_0829c1124ca4,kulturdirektoratet_norway_0829c1124ca4_0,0,Small and medium-sized actors in the professional music and performing arts field can apply.,kulturdirektoratet_norway,['Grant/Funding'],"['Music', 'Performing Arts']"
kulturdirektoratet_norway_0829c1124ca4,kulturdirektoratet_norway_0829c1124ca4_1,1,"Applicants may be ensembles, venues, presenters, companies, performance venues, festivals, producers, bands or individual artists, within all genres in music and performing arts.",kulturdirektoratet_norway,['Grant/Funding'],"['Music', 'Performing Arts']"
kulturdirektoratet_norway_0829c1124ca4,kulturdirektoratet_norway_0829c1124ca4_2,2,Applicants should have experience with international touring and/or international collaboration.,kulturdirektoratet_norway,['Grant/Funding'],"['Music', 'Performing Arts']"
kulturdirektoratet_norway_0829c1124ca4,kulturdirektoratet_norway_0829c1124ca4_3,3,We are looking for participants with: an artistic vision and interest in sustainability willingness to explore new approaches to touring and international collaboration motivation to participate in international collaboration National music and performing arts institutions with operating grants from the state budget's chapter 323/item 70 will not be prioritized.,kulturdirektoratet_norway,['Grant/Funding'],"['Music', 'Performing Arts']"
dansateliers_rotterdam_e3404a6adf78,dansateliers_rotterdam_e3404a6adf78_0,0,Who can apply?,dansateliers_rotterdam,['Other'],['Dance']
dansateliers_rotterdam_e3404a6adf78,dansateliers_rotterdam_e3404a6adf78_1,1,The application is open to artists with a grounded artistic movement practice and an established body of work.,dansateliers_rotterdam,['Other'],['Dance']
dansateliers_rotterdam_e3404a6adf78,dansateliers_rotterdam_e3404a6adf78_2,2,"Artists are interested in choreographic procedures, tools and audience strategies in relation to their own work.",dansateliers_rotterdam,['Other'],['Dance']
dansateliers_rotterdam_e3404a6adf78,dansateliers_rotterdam_e3404a6adf78_3,3,They have experience with peer-to-peer feedback and are interested in and comfortable with sharing their practice and work with others.,dansateliers_rotterdam,['Other'],['Dance']
dansateliers_rotterdam_e3404a6adf78,dansateliers_rotterdam_e3404a6adf78_4,4,Please note: We are open to artists with specific access needs.,dansateliers_rotterdam,['Other'],['Dance']
dansateliers_rotterdam_e3404a6adf78,dansateliers_rotterdam_e3404a6adf78_5,5,The Dansateliers building is currently not wheelchair accessible.,dansateliers_rotterdam,['Other'],['Dance']
dansateliers_rotterdam_e3404a6adf78,dansateliers_rotterdam_e3404a6adf78_6,6,Participants need to be able to climb stairs to reach the studios.,dansateliers_rotterdam,['Other'],['Dance']
dansateliers_rotterdam_e3404a6adf78,dansateliers_rotterdam_e3404a6adf78_7,7,We are looking for,dansateliers_rotterdam,['Other'],['Dance']
dansateliers_rotterdam_e3404a6adf78,dansateliers_rotterdam_e3404a6adf78_8,8,1 artist residing in Europe,dansateliers_rotterdam,['Other'],['Dance']
dansateliers_rotterdam_e3404a6adf78,dansateliers_rotterdam_e3404a6adf78_9,9,1 artist residing in The Netherlands,dansateliers_rotterdam,['Other'],['Dance']
u_jazdowski_warsaw_ea8781efb99b,u_jazdowski_warsaw_ea8781efb99b_0,0,"Open call for Palestinian artists , cultural practitioners , theorists , curators , and people working at the intersection of education / art / activism",u_jazdowski_warsaw,['Residency'],"['Visual Arts', 'Performing Arts', 'Literature/Writing', 'Music']"
u_jazdowski_warsaw_ea8781efb99b,u_jazdowski_warsaw_ea8781efb99b_1,1,"We encourage applications from individuals whose practice is based on artistic research , regardless of the medium they use ( visual arts , performance , literature , music , etc . ) .",u_jazdowski_warsaw,['Residency'],"['Visual Arts', 'Performing Arts', 'Literature/Writing', 'Music']"
u_jazdowski_warsaw_ea8781efb99b,u_jazdowski_warsaw_ea8781efb99b_2,2,"Target group Artists , cultural practitioners , theorists , curators , and people working at the intersection of education / art / activism; and those engaged in participatory work with communities who recognize themselves as Palestinians .",u_jazdowski_warsaw,['Residency'],"['Visual Arts', 'Performing Arts', 'Literature/Writing', 'Music']"
u_jazdowski_warsaw_ea8781efb99b,u_jazdowski_warsaw_ea8781efb99b_3,3,"Collectives Yes , max two people",u_jazdowski_warsaw,['Residency'],"['Visual Arts', 'Performing Arts', 'Literature/Writing', 'Music']"
cyprus_funding_programmes_culture_7d4c26b8a3df,cyprus_funding_programmes_culture_7d4c26b8a3df_0,0,"Order to be eligible, the applicants (beneficiaries and affiliated entities) must: be legal entities (public or private bodies) be established in one of the eligible countries, i.e.: Creative Europe Participating Countries: EU Member States (including overseas countries and territories (OCTs) non-EU countries: listed EEA countries and countries associated to the Creative Europe Programme or countries which are in ongoing ne",cyprus_funding_programmes_culture,['Other'],['Multidisciplinary']
institut_francais_programs_bfba154d624a,institut_francais_programs_bfba154d624a_0,0,"Le FCFA soutient uniquement des projets proposés par les représentations diplomatiques française et allemande à l’étranger : services culturels des Ambassades ou Consulats, Instituts français, Alliances françaises, Goethe-Institut.",institut_francais_programs,['Grant/Funding'],"['Design/Architecture', 'Photography', 'Film/Video', 'Craft', 'Performing Arts', 'Music']"
institut_francais_programs_bfba154d624a,institut_francais_programs_bfba154d624a_1,1,"Les réseaux diplomatiques français et allemand du pays d’accueil conçoivent et montent un projet commun, en partenariat étroit avec les institutions et interlocuteurs locaux.",institut_francais_programs,['Grant/Funding'],"['Design/Architecture', 'Photography', 'Film/Video', 'Craft', 'Performing Arts', 'Music']"
institut_francais_programs_bfba154d624a,institut_francais_programs_bfba154d624a_2,2,"Si le projet est retenu, il est mené conjointement par les partenaires français et allemand.",institut_francais_programs,['Grant/Funding'],"['Design/Architecture', 'Photography', 'Film/Video', 'Craft', 'Performing Arts', 'Music']"
fpu_slovakia_68f877702488,fpu_slovakia_68f877702488_0,0,Support is intended exclusively for applicants whose activity is in the field of culture and the arts.,fpu_slovakia,['Grant/Funding'],['Multidisciplinary']
fpu_slovakia_68f877702488,fpu_slovakia_68f877702488_1,1,"The applicant must have one of the following legal forms: a) non-profit organization providing generally beneficial services, b) civic association, c) business company, d) budgetary or contributory organization founded by a self-governing region, e) budgetary or contributory organization founded by a municipality, f) self-governing region, town, municipality",fpu_slovakia,['Grant/Funding'],['Multidisciplinary']
fundacao_gulbenkian_86e33a273257,fundacao_gulbenkian_86e33a273257_0,0,Applications are open to students who:,fundacao_gulbenkian,['Grant/Funding'],['Other/Non-Arts']
fundacao_gulbenkian_86e33a273257,fundacao_gulbenkian_86e33a273257_1,1,"Will be enrolled in the 2nd, 3rd or 4th year of a bachelor’s degree or integrated master’s programme, or in the 1st year of a master’s degree, during the 2026/2027 academic year at a higher education institution in Portugal.",fundacao_gulbenkian,['Grant/Funding'],['Other/Non-Arts']
fundacao_gulbenkian_86e33a273257,fundacao_gulbenkian_86e33a273257_2,2,Have an average grade of 16.5 or above (on a 20-point scale) in the curricular units completed in the bachelor’s program to date.,fundacao_gulbenkian,['Grant/Funding'],['Other/Non-Arts']
fpu_slovakia_bd27a915f70d,fpu_slovakia_bd27a915f70d_0,0,Eligible applicants are entities that are engaged in literary creation.,fpu_slovakia,['Grant/Funding'],['Literature/Writing']
fpu_slovakia_bd27a915f70d,fpu_slovakia_bd27a915f70d_1,1,Organizations that systematically work on the upbringing and cultural education of children and youth.,fpu_slovakia,['Grant/Funding'],['Literature/Writing']
fpu_slovakia_bd27a915f70d,fpu_slovakia_bd27a915f70d_2,2,"The applicant must have one of the following legal forms: a) budgetary or contributory organization founded by a higher territorial unit, b) budgetary or contributory organization founded by a municipality, c) nonprofit organization, d) civic association, e) legal person, f) primary and secondary school, art school, conservatory",fpu_slovakia,['Grant/Funding'],['Literature/Writing']
bmwkms_austria_36f95e7e131b,bmwkms_austria_36f95e7e131b_0,0,Eligible are artists (exclusively individuals) who possess Austrian citizenship or have their permanent residence in Austria (extract from the register of residents).,bmwkms_austria,['Grant/Funding'],"['Visual Arts', 'Photography', 'Digital/New Media Arts']"
bmwkms_austria_36f95e7e131b,bmwkms_austria_36f95e7e131b_1,1,"Students are not eligible to apply, as well as PhD students and doctoral candidates.",bmwkms_austria,['Grant/Funding'],"['Visual Arts', 'Photography', 'Digital/New Media Arts']"
bmwkms_austria_36f95e7e131b,bmwkms_austria_36f95e7e131b_2,2,"This includes all persons enrolled at a university/university of applied sciences, regardless of their field of study.",bmwkms_austria,['Grant/Funding'],"['Visual Arts', 'Photography', 'Digital/New Media Arts']"
bmwkms_austria_36f95e7e131b,bmwkms_austria_36f95e7e131b_3,3,Persons who have already received a state scholarship (regardless of the discipline).,bmwkms_austria,['Grant/Funding'],"['Visual Arts', 'Photography', 'Digital/New Media Arts']"
bmwkms_austria_36f95e7e131b,bmwkms_austria_36f95e7e131b_4,4,"Artists who have been awarded a studio grant, an international studio grant, or another long-term federal grant for 2027 (6 months or longer).",bmwkms_austria,['Grant/Funding'],"['Visual Arts', 'Photography', 'Digital/New Media Arts']"
bmwkms_austria_36f95e7e131b,bmwkms_austria_36f95e7e131b_5,5,Applications are only possible in one of the announced disciplines.,bmwkms_austria,['Grant/Funding'],"['Visual Arts', 'Photography', 'Digital/New Media Arts']"
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_0,0,Eligible applicants,national_culture_fund_bulgaria,['Grant/Funding'],"['Visual Arts', 'Literature/Writing', 'Dance', 'Film/Video', 'Music', 'Theatre']"
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_1,1,"Bulgarian private cultural organizations within the meaning of Article 10, paragraph 1 of the ZZRK;",national_culture_fund_bulgaria,['Grant/Funding'],"['Visual Arts', 'Literature/Writing', 'Dance', 'Film/Video', 'Music', 'Theatre']"
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_2,2,Organizations registered under the Law on People's Community Centers;,national_culture_fund_bulgaria,['Grant/Funding'],"['Visual Arts', 'Literature/Writing', 'Dance', 'Film/Video', 'Music', 'Theatre']"
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_3,3,Natural persons with Bulgarian citizenship or the right of residence in Bulgaria.,national_culture_fund_bulgaria,['Grant/Funding'],"['Visual Arts', 'Literature/Writing', 'Dance', 'Film/Video', 'Music', 'Theatre']"
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_4,4,Ineligible applicants,national_culture_fund_bulgaria,['Grant/Funding'],"['Visual Arts', 'Literature/Writing', 'Dance', 'Film/Video', 'Music', 'Theatre']"
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_5,5,Persons and organizations sanctioned under Article 37 of the ZZRK and/or the application conditions under the relevant procedure for a period of up to two years from the imposition of the sanction;,national_culture_fund_bulgaria,['Grant/Funding'],"['Visual Arts', 'Literature/Writing', 'Dance', 'Film/Video', 'Music', 'Theatre']"
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_6,6,"Persons and organizations in which a member of a management or control body, as well as a person temporarily performing such a position, including a procurator or commercial proxy, is a related person within the meaning of § 1, item 9 of the additional provisions of the Anti-Corruption Act with the executive director or with members of the management board;",national_culture_fund_bulgaria,['Grant/Funding'],"['Visual Arts', 'Literature/Writing', 'Dance', 'Film/Video', 'Music', 'Theatre']"
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_7,7,Persons and organizations that have not submitted a report within the deadline under a contract for the provision of funds from the Fund or with which there is a pending court dispute regarding the performance of a contract financed by the Fund;,national_culture_fund_bulgaria,['Grant/Funding'],"['Visual Arts', 'Literature/Writing', 'Dance', 'Film/Video', 'Music', 'Theatre']"
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_8,8,"Projects that were not approved in previous competitions organized by the Fund, which does not include projects that were not approved due to insufficient funds specified in the order for the respective competition;",national_culture_fund_bulgaria,['Grant/Funding'],"['Visual Arts', 'Literature/Writing', 'Dance', 'Film/Video', 'Music', 'Theatre']"
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_9,9,Persons and organizations that are donors to the Fund;,national_culture_fund_bulgaria,['Grant/Funding'],"['Visual Arts', 'Literature/Writing', 'Dance', 'Film/Video', 'Music', 'Theatre']"
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_10,10,Employees of the Fund;,national_culture_fund_bulgaria,['Grant/Funding'],"['Visual Arts', 'Literature/Writing', 'Dance', 'Film/Video', 'Music', 'Theatre']"
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_11,11,Members of the expert committee only for competitions for which they are designated to participate in the respective committees pursuant to this ordinance;,national_culture_fund_bulgaria,['Grant/Funding'],"['Visual Arts', 'Literature/Writing', 'Dance', 'Film/Video', 'Music', 'Theatre']"
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_12,12,Persons and organizations with two concluded contracts for the provision of funds from the Fund during the same calendar year;,national_culture_fund_bulgaria,['Grant/Funding'],"['Visual Arts', 'Literature/Writing', 'Dance', 'Film/Video', 'Music', 'Theatre']"
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_13,13,"Legal entities that are insolvent or are in insolvency proceedings, or in liquidation proceedings;",national_culture_fund_bulgaria,['Grant/Funding'],"['Visual Arts', 'Literature/Writing', 'Dance', 'Film/Video', 'Music', 'Theatre']"
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_14,14,"Other persons restricted under the regime applicable to the competition, in accordance with the rules in the area of state aid;",national_culture_fund_bulgaria,['Grant/Funding'],"['Visual Arts', 'Literature/Writing', 'Dance', 'Film/Video', 'Music', 'Theatre']"
national_culture_fund_bulgaria_8fca12fac738,national_culture_fund_bulgaria_8fca12fac738_15,15,"Persons who have due public liabilities, with the exception of liabilities under acts that have not entered into force, as well as deferred, postponed, or secured liabilities.",national_culture_fund_bulgaria,['Grant/Funding'],"['Visual Arts', 'Literature/Writing', 'Dance', 'Film/Video', 'Music', 'Theatre']"
kulturdirektoratet_norway_90a7593f042e,kulturdirektoratet_norway_90a7593f042e_0,0,"The scheme is aimed at exhibition venues, institutions, festivals and other organizers in the visual arts field.",kulturdirektoratet_norway,['Grant/Funding'],['Visual Arts']
kulturdirektoratet_norway_90a7593f042e,kulturdirektoratet_norway_90a7593f042e_1,1,"Sole proprietorships, private and public institutions, organizations and other enterprises may apply.",kulturdirektoratet_norway,['Grant/Funding'],['Visual Arts']
kulturdirektoratet_norway_90a7593f042e,kulturdirektoratet_norway_90a7593f042e_2,2,Sole proprietorships may only apply when they act on behalf of an exhibition venue.,kulturdirektoratet_norway,['Grant/Funding'],['Visual Arts']
kulturdirektoratet_norway_90a7593f042e,kulturdirektoratet_norway_90a7593f042e_3,3,"Individual artists, artist groups and individuals acting as independent actors in the field should instead apply to the grant scheme for project support visual art – artists.",kulturdirektoratet_norway,['Grant/Funding'],['Visual Arts']
kulturdirektoratet_norway_90a7593f042e,kulturdirektoratet_norway_90a7593f042e_4,4,Applicants who receive fixed annual state grants normally do not receive grants from this scheme.,kulturdirektoratet_norway,['Grant/Funding'],['Visual Arts']
bmwkms_austria_9877daa33711,bmwkms_austria_9877daa33711_0,0,"Associations, groups of artists (for associations/groups of artists with registered office abroad, the project must have a connection to Austria; individual persons with Austrian citizenship or permanent residence in Austria; submission of projects (exhibitions or other undertakings) that take place in institutions which already receive annual programme funding from the BMWKMS is not possible.",bmwkms_austria,['Grant/Funding'],['Design/Architecture']
bmwkms_austria_9877daa33711,bmwkms_austria_9877daa33711_1,1,"Individual persons with Austrian citizenship or permanent residence in Austria Associations, institutions or other legal entities with registered office in Austria for applicants with registered office abroad, the project or the artistic CV must have a connection to Austria undertakings that pursue a purely commercial intention are not recommended for funding, as are projects (exhibitions, publications, etc.) in commercial Austrian galleries/institutions, participation in trade fairs undertakings by persons who are still in training are not recommended for funding, as are projects by universities or projects within the framework of university studies projects or undertakings that are part of already funded annual programmes or projects cannot be recommended for funding funding of projects, exhibitions in/from Austrian territorial authorities and their institutions cannot be funded, and scholarship programmes of the Austrian federal provinces are also not supported.",bmwkms_austria,['Grant/Funding'],['Design/Architecture']
bmwkms_austria_9877daa33711,bmwkms_austria_9877daa33711_2,2,Events of the federal museums also do not fall within the remit of the department.,bmwkms_austria,['Grant/Funding'],['Design/Architecture']
bmwkms_austria_9877daa33711,bmwkms_austria_9877daa33711_3,3,"The department has no responsibility for the funding of structural renovation and adaptation work, studio conversions Formal criteria: incomplete submissions cannot be funded the calculation must be appropriate and balanced and comply with the principles of economy, thrift and expediency the financing requirements must be met with regard to overall financing projects that have already been assessed by the relevant advisory board cannot be submitted a second time applications must be submitted in good time (approximately 3 months) before the project starts, funding for projects that have already started or have already been completed is not possible Content criteria: undertakings that can be recommended for funding should demonstrate artistic and/or theoretical quality be comprehensible in terms of content deal conceptually with relevant artistic and social issues and, in doing so, break new ground with knowledge of the existing contexts strengthen the presence and networking of Austrian art in the public sphere both nationally and internationally display some of the following criteria continuity exemplary approach gender aspect promotion of young talent interculturality cultural sustainability consideration of measures in the area of Fair Pay consideration of the diversity of those involved",bmwkms_austria,['Grant/Funding'],['Design/Architecture']
cite_internationale_des_arts_abfe03e1359b,cite_internationale_des_arts_abfe03e1359b_0,0,"The residency programme is open to emerging artists who have been professionally active within the last 10 years maximum and with an artistic practice in the fields of visual arts and performance, music and sound research, performing arts, design, writing, architecture and urbanism, curating and art criticism.",cite_internationale_des_arts,['Residency'],"['Visual Arts', 'Performing Arts', 'Music', 'Literature/Writing', 'Design/Architecture', 'Curating/Art Criticism']"
cite_internationale_des_arts_abfe03e1359b,cite_internationale_des_arts_abfe03e1359b_1,1,Their work and research are related to the In Situ theme.,cite_internationale_des_arts,['Residency'],"['Visual Arts', 'Performing Arts', 'Music', 'Literature/Writing', 'Design/Architecture', 'Curating/Art Criticism']"
cite_internationale_des_arts_abfe03e1359b,cite_internationale_des_arts_abfe03e1359b_2,2,It is open to candidates of all nationalities residing within the European Union and at capacity to express themselves and exchange in English.,cite_internationale_des_arts,['Residency'],"['Visual Arts', 'Performing Arts', 'Music', 'Literature/Writing', 'Design/Architecture', 'Curating/Art Criticism']"
cite_internationale_des_arts_abfe03e1359b,cite_internationale_des_arts_abfe03e1359b_3,3,"Group applications (duo, collective) are accepted and will result in the attribution of one single live-in studio, one single monthly stipend, one single production grant, and a single payment of transportation costs.",cite_internationale_des_arts,['Residency'],"['Visual Arts', 'Performing Arts', 'Music', 'Literature/Writing', 'Design/Architecture', 'Curating/Art Criticism']"
arts_council_wales_2c1de1c8af81,arts_council_wales_2c1de1c8af81_0,0,"Open to artists, creative practitioners and organisations based in England, Northern Ireland, Scotland, and Wales, the funding is designed for those seeking to collaborate with both counterparts in the other UK nations, along with those internationally to share ideas, co‑create, and reach new audiences.",arts_council_wales,['Grant/Funding'],['Multidisciplinary']
nordic_culture_fund_a339ebc0734d,nordic_culture_fund_a339ebc0734d_0,0,Both individuals and organisations can apply to ENTER.,nordic_culture_fund,['Grant/Funding'],['Multidisciplinary']
nordic_culture_fund_a339ebc0734d,nordic_culture_fund_a339ebc0734d_1,1,"You can come from the arts and culture sector or from other fields and sectors, as long as arts and/or culture play a central role in the initiative.",nordic_culture_fund,['Grant/Funding'],['Multidisciplinary']
nordic_culture_fund_a339ebc0734d,nordic_culture_fund_a339ebc0734d_2,2,Applicants and partners can be based both within and outside the Nordic Region.,nordic_culture_fund,['Grant/Funding'],['Multidisciplinary']
